	130A1	130A2	130A3	130G1	130G2	130G3
RGS16	242.655723748801	259.42103254102	252.59174670247	994.417641981958	1034.19092408463	831.277635995189
RP11-317P15.4	5.35269978857649	0.943349209240072	10.8408474979601	6.0025209777583	14.3637628345088	2.13421729395427
RGS8	1.78423326285883	0	0	8.00336130367773	23.9396047241814	19.2079556455884
RP11-317P15.3	0	0	0	0	0	0
RP11-317P15.6	0	0	0	0	0	0
NPL	248.008423537377	308.475191421504	240.666814454714	144.060503466199	187.686501037582	154.730753811685
DHX9	26048.9135211075	24998.7540448619	22544.6264567578	38174.0325782168	38082.1656110387	37756.438147345
SHCBP1L	0	0	0	2.00084032591943	0	0
HMGN1P4	8.02904968286473	10.3768413016408	3.25225424938803	11.0046217925569	13.4061786455416	7.46976052883995
RNA5SP71	0	0	0	0	0	0
AL450304.2	0	0	0	0	0	0
RP11-505O17.1	0	0	0	0	0	0
KRT18P28	0.892116631429414	1.88669841848014	2.16816949959202	3.00126048887915	0.957584188967254	2.13421729395427
AL450304.1	0	0	0	0	0	0
RNU6-41P	0	0	0	0	0	0
LAMC1	7082.51393691812	6211.95454284587	5236.12934151472	7825.2865146709	7643.43699633662	7373.72075061201
RP11-181K3.4	8.92116631429414	15.0935873478412	2.16816949959202	12.0050419555166	8.61825770070529	11.7381951167485
LAMC2	1556.74352184433	1456.53117906667	1182.73646202745	1613.67772285402	1529.2619497807	1457.67041177077
NMNAT2	382.718034883219	374.509636068309	395.690933675543	474.199157242905	372.500249508262	379.89067832386
RP11-548N1.1	0	0	0	0	0	0
SMG7-AS1	53.5269978857649	24.5270794402419	53.1201527400044	43.0180670072678	46.9216252593955	55.4896496428111
SMG7	14513.8454767251	12647.4828482816	9602.82271369305	16581.9642010573	16630.3646097943	15908.4557091351
AL137800.1	0	0	0	0	0	0
NCF2	85.6431966172238	101.881714597928	68.2973392371486	6.0025209777583	6.70308932277078	2.13421729395427
ARPC5	21959.450882635	24284.6386934672	24647.7508713621	21514.0356044487	22170.9467271588	23289.646220276
RGL1	111.514578928677	131.12554008437	60.7087459885765	89.0373945034147	91.9280821408564	66.1607361125824
APOBEC4	0	0	0	0	0	0
RP11-293B7.1	0	0	0	0	0	0
RP11-444D13.1	0	0	0	0	0	0
AL590422.1	0	0	0	0	0	0
COLGALT2	40.1452484143237	33.9605715326426	26.0180339951042	29.0121847258318	8.61825770070529	42.6843458790854
TSEN15	4192.05605108682	3863.01501183809	3840.91226852726	4316.81300317117	4251.67379901461	4350.60195372578
RP11-382D12.1	0	0	0	0	0	0
RN7SL654P	0	0	0	0	0	0
RP11-382D12.2	43.7137149400413	55.6576033451642	59.6246612387805	47.0197476591066	21.0668521572796	32.0132594093141
C1orf21	6375.0654481946	6972.29400549337	7128.94131465856	5557.33400524122	5519.51526520725	5559.63605075088
GS1-115G20.1	2.67634989428824	4.71674604620036	0	2.00084032591943	0	0
GS1-115G20.2	0	0	0	0	0	0
EDEM3	6101.18564234577	3629.06440794656	2608.3079080092	6160.58736350593	5667.94081449718	5599.11907068903
FAM129A	49.9585313600472	32.0738731141624	47.6997289910244	79.0331928738176	70.8612299835768	60.8251928776967
RNU7-13P	0	0	0	0	0	0
GS1-120K12.4	7.13693305143532	18.8669841848014	22.7657797457162	4.00168065183886	5.74550513380352	6.40265188186281
RNA5SP72	0	0	0	0	0	0
RNF2	2125.02181606487	1731.04579895553	1338.84466599807	1523.63990818765	1546.49846518212	1581.45501482012
FTH1P25	0	0.943349209240072	0	0	0	0
TRMT1L	3005.5409312857	2715.90237340217	2038.0793296165	3469.4571251443	3383.14493962131	3294.16439321842
SWT1	541.514795277655	395.26331867159	354.495713183295	385.161762739491	355.263734106851	411.903937733174
CTA-253N17.1	56.2033477800531	73.5812383207256	68.2973392371486	25.0105040739929	49.7943778262972	44.8185631730397
RPL5P5	0	0	0	0	0	0
RP4-635A23.3	0	0	0	0	0	0
RP4-635A23.4	1.78423326285883	1.88669841848014	3.25225424938803	0	0	2.13421729395427
RP4-635A23.6	14.2738661028706	5.66009525544043	2.16816949959202	22.0092435851138	20.1092679683123	21.3421729395427
IVNS1ABP	9822.20411203785	9487.2629973274	8370.21835317499	10571.4398619953	10635.8875868593	10238.9074677456
GS1-279B7.2	21.4107991543059	7.54679367392058	21.6816949959202	18.0075629332749	45.9640410704282	23.476390233497
GS1-279B7.1	0.892116631429414	1.88669841848014	0	2.00084032591943	0	0
RNU7-183P	0	0	0	0	0	0
FAM195DP	0	0	0	0	0	0
GS1-204I12.3	0	0	0	0	0	0
LINC01350	0	0	0	0	0	0
GS1-204I12.4	0	0	0	0	0	0
HMCN1	15065.1735549485	10207.9817931868	7097.50285691447	6339.66257267572	6203.23037612987	5641.80341656812
GS1-174L6.4	39.2531317828942	13.206888929361	4.33633899918404	8.00336130367773	6.70308932277078	11.7381951167485
PRG4	199.834125440189	107.541809853368	79.1381867351087	451.189493494832	446.23423205874	501.541064079254
TPR	22434.9490471869	19728.2620128376	14498.5494437718	31776.3456360895	31592.6175624076	30010.296478938
RNU6-1240P	0	0	0	0	0	0
C1orf27	4909.31782275607	4266.76847339285	4141.20374422075	4550.91132130375	4391.48109060383	4477.58788271606
AL596220.1	0.892116631429414	0	0	0	0	0
OCLM	52.6348812543355	19.8103333940415	10.8408474979601	34.0142855406303	41.1761201255919	41.6172372321083
RP11-295K2.3	10.705399577153	6.6034444646805	2.16816949959202	2.00084032591943	1.91516837793451	2.13421729395427
PDC	0	0	0	1.00042016295972	0	0
GS1-304P7.3	0	0	0	0	0	0
GS1-304P7.2	0	0	0	0	0	0
GS1-304P7.1	0	0	0	0	0	1.06710864697714
AL096803.1	0	0	0	0	0	0
PTGS2	34.7925486257472	20.7536826032816	45.5315594914324	39.0163863554289	20.1092679683123	21.3421729395427
PACERR	0	0	0	0	0	0
PLA2G4A	23.1950324171648	16.9802857663213	4.33633899918404	28.011764562872	11.491010267607	4.26843458790854
LINC01036	0	0.943349209240072	0	1.00042016295972	0	0
LINC01037	6.2448164200059	1.88669841848014	1.08408474979601	2.00084032591943	1.91516837793451	2.13421729395427
RP11-445P19.3	0	0	1.08408474979601	0	0	0
RP11-445P19.2	0	0	0	0	0	0
FDPSP1	0	1.88669841848014	0	0	0	2.13421729395427
RP11-393M18.5	0	0	0	0	0	0
ERVMER61-1	0	0	0	0	0	0
SLC4A1APP2	0	0	0	0	0	0
RP5-925F19.1	0	0	0	0	0	0
RP11-134C1.1	0	0	0	0	0	0
RN7SKP156	0	0	0	0	0	0
RP11-201A3.1	0	0	0	0	0	0
RP11-405P11.1	0	0	0	0	0	0
RP11-669M2.1	0	0	0	0	0	0
RP11-669M2.2	0	0	0	0	0	2.13421729395427
RPS3AP9	0	0	0	0	0	0
RP11-316I3.1	0	0	0	0	0	0
RP11-316I3.2	4.46058315714707	0	0	0	0	0
LINC01035	0	0	0	0	0	0
CLPTM1LP1	0	0	0	0	0	0
GAPDHP75	0	0	0	0	0	0
RNA5SP73	0	0	0	0	0	0
RP11-398M15.1	7.13693305143532	11.3201905108809	5.42042374898005	7.00294114071801	8.61825770070529	13.8724124107028
RP11-445J9.1	0	0	0	0	0	0
RP11-113I24.1	0	0	0	0	0	0
BRINP3	49.0664147286178	33.9605715326426	56.3724069893925	500.210081479858	510.392372719546	410.836829086197
RP11-547I7.1	0	0	0	0	0	0
LINC01351	4.46058315714707	3.77339683696029	5.42042374898005	19.0079830962346	32.5578624248866	30.9461507623369
RP11-161I10.1	0	0	0	0	0	0
RP11-463J7.2	0	0	0	0	0	0
RP11-463J7.1	0	0	0	0	0	0
RP11-463J7.3	0	0	0	0	0	0
HNRNPA1P46	3.56846652571766	1.88669841848014	8.67267799836807	2.00084032591943	0	2.13421729395427
RP11-309H21.3	6.2448164200059	0	0	4.00168065183886	0	0
RP11-309H21.4	0	0	0	0	0	0
RP11-309H21.2	0	0	0	0	0	0
RP11-541F9.1	0	0	0	0	0	0
RP11-541F9.2	0	0	0	0	0	0
RGS18	0	0	0	0	0	0
RP11-142L4.3	2.67634989428824	1.88669841848014	3.25225424938803	6.0025209777583	8.61825770070529	10.6710864697714
RP11-142L4.2	0.892116631429414	0	0	6.0025209777583	2.87275256690176	0
RGS21	0	0	0	0	0	0
RP5-1011O1.2	0	0.943349209240072	0	0	0.957584188967254	0
RP5-1011O1.3	0	0	0	0	0	0
RGS1	0	0	1.08408474979601	0	0	0
RGS13	0	0	0	0	0	0
RP11-92K2.2	17.8423326285883	34.9039207418827	41.1952204922483	18.0075629332749	14.3637628345088	12.8053037637256
RP3-419C19.3	0	0	0	0	0	0
RP3-419C19.2	0	0	0	0	0	0
RGS2	21.4107991543059	30.1871746956823	26.0180339951042	33.0138653776706	18.1940995903778	22.4092815865198
RN7SKP126	0	0	0	0	0	0
LINC01032	0	0	0	0	0	0
ZNF101P2	3.56846652571766	0	0	2.00084032591943	0.957584188967254	5.33554323488568
UCHL5	4050.20950668954	3802.64066244673	3501.59374184111	6014.52601971381	5576.01273235632	5693.02463162302
snoU109	18.7344492600177	19.8103333940415	10.8408474979601	23.0096637480735	22.0244363462468	32.0132594093141
TROVE2	7134.25670154103	4858.24842758637	4017.61808274401	6657.79618449691	6183.12110816156	6575.52348267311
RP11-101E13.5	496.908963706184	640.534113074009	1011.45107155968	336.141174754465	386.864012342771	454.58828361226
GLRX2	1076.7847741353	1286.72832140346	1670.57459943565	1510.63444606917	1559.90464382766	1554.77729864569
CDC73	8229.77592493635	6178.93732052247	5179.75693452533	8064.38693361827	7789.94737724861	8043.86498091365
MIR1278	0	0	0	0	0	0
B3GALT2	0	0	0	0	1.91516837793451	0
LINC01031	0.892116631429414	0.943349209240072	0	2.00084032591943	0	0
RP11-21J7.1	0	0	0	0	0	0
RP11-98G13.1	0	0	0	0	0	0
RPL23AP22	0	0	0	0	0	0
AL136456.1	0	0	0	0	0	0
RP11-563D10.1	0	0	0	0	0	0
EEF1A1P14	0	0	0	0	0	0
RP11-476H20.1	0	0	0	0	0	0
RNU6-983P	0	0	0	0	0	0
RP11-489C13.1	0	0	0	0	0	0
AL357932.1	0	0	0	0	0	0
RP11-476B1.1	0	0	0	0	0	0
KCNT2	0	0	1.08408474979601	2.00084032591943	5.74550513380352	2.13421729395427
MIR4735	0	0	0	0	0	0
CFH	5.35269978857649	1.88669841848014	4.33633899918404	8.00336130367773	3.83033675586902	2.13421729395427
CFHR3	16.0580993657295	6.6034444646805	8.67267799836807	2.00084032591943	0	4.26843458790854
RP4-608O15.3	0	0	0	0	0	0
CFHR1	0	0	0	0	0	0
CFHR4	0.892116631429414	1.88669841848014	0	1.00042016295972	0	0
CFHR2	0	0	0	0	0	0
RP4-608O15.4	0	0	0	0	0	0
CFHR5	0	0.943349209240072	0	0	0	2.13421729395427
F13B	0	0	0	0	0	0
ASPM	7640.97894819293	5010.12765027402	4152.04459171871	8982.77264321529	9070.23743789783	8525.13098070034
SEPT14P12	18.7344492600177	37.7339683696029	36.8588814930643	24.0100839110332	20.1092679683123	40.5501285851312
ZBTB41	6286.74590168308	3182.860231976	2219.12148283243	5292.2226620569	5201.59731447012	5027.14883590929
RP11-332L8.1	0	0	0	0	1.91516837793451	0
CRB1	0	1.88669841848014	6.50450849877605	0	0	4.26843458790854
MRPS21P3	0	0	0	0	0	0
RP11-75C23.1	0	0	0	0	0	0
DENND1B	2630.85194608534	1486.71835376235	1512.29822596543	2322.97561839246	2068.38184816927	2195.04248683197
EEF1A1P32	0	0	0	0	1.91516837793451	0
RP11-448G4.2	0	0	0	0	0	0
FAM204BP	0	0	0	4.00168065183886	0	0
RP11-448G4.4	0	0	0	0	0	0
C1orf53	185.560259337318	192.443238684975	374.009238679623	143.060083303239	168.534817258237	134.455689519119
LHX9	0	0	0	6.0025209777583	1.91516837793451	0
NEK7	9419.85951126319	5079.93549175779	3640.356589815	8126.41298372177	7293.91876736357	7591.41091459534
PRR13P1	0	0	0	0	0	2.13421729395427
AC093419.1	0	0	2.16816949959202	0	0	0
ATP6V1G3	0	0	0	0	0	0
RP11-553K8.2	0	0	0	0	0	0
PTPRC	0	0	0	0	0	0
RP11-553K8.5	0	0	0	0	0	0
PEBP1P3	0	0	0	0	0	0
MIR181A1HG	5.35269978857649	0.943349209240072	2.16816949959202	2.00084032591943	3.83033675586902	6.40265188186281
MIR181B1	0	0	0	0	0	0
MIR181A1	0	0	0	0	0	0
RP11-16L9.1	0	0	0	0	0	0
RP11-16L9.2	0	0	0	0	0	0
LINC01222	0	0	0	0	0	0
LINC01221	0	0	0	0	0	0
RP11-382E9.1	0	0	0	0	0	0
RPL23AP16	0	0	0	0	0	0
RP11-104D3.2	0	0	0	0	0	0
AL450244.1	0	0	0	0	0	0
RP11-2L13.1	0	0	0	0	0	0
RP11-567B20.1	0	0	0	0	0	0
RNU6-778P	0	0	0	0	0	0
RP11-567B20.2	0	0	0	0	0	0
RNU6-716P	0.892116631429414	0	0	0	0	0
RNU6-609P	0	0	0	0	0	0
NR5A2	1117.82213918106	912.21868533515	783.793274102515	950.39915481173	798.62521359869	806.734137114715
RNU6-570P	0	0	0	0	0	0
AC096633.1	0	0	0	0	0	0
RP11-47A17.2	0	0	0	0	0.957584188967254	0
AL590126.1	0	0	0	0	0	0
FAM58BP	0	0	0	0	0	0
RP11-532L16.3	0	0	0	0	0	0
RP11-532L16.1	0	0	0	0	0	2.13421729395427
LINC00862	19.6265658914471	2.83004762772022	22.7657797457162	3.00126048887915	1.91516837793451	1.06710864697714
ZNF281	4552.4711701843	3356.43648647618	2417.5089920451	4589.92770765918	4381.90524871416	4184.13300479735
RP11-469A15.2	0	0	0	0	0.957584188967254	0
RP11-121P12.1	0	0	0	0	0.957584188967254	0
KIF14	5191.22667828776	3068.71497765795	2123.72202485038	7646.21130550111	7359.99207640232	6868.97836059182
DDX59	2432.80205390801	2449.87789639647	2328.61404256183	2597.09074304342	2573.02871575501	2589.87268621351
RP11-92G12.3	8.02904968286473	6.6034444646805	6.50450849877605	4.00168065183886	5.74550513380352	4.26843458790854
CAMSAP2	11882.9935306398	7772.25413492895	5897.42103889029	14356.0293384719	13993.1777533785	13079.5506859988
RPL34P6	0	1.88669841848014	0	0	0	0
GPR25	0	0	0	0	0	0
C1orf106	1414.89697744705	1165.97962262073	973.508105316816	885.371844219349	910.662563707859	1053.23623456643
MROH3P	1.78423326285883	1.88669841848014	4.33633899918404	1.00042016295972	1.91516837793451	2.13421729395427
RNU6-704P	0	0	0	0	0	0
KIF21B	39.2531317828942	66.034444646805	46.6156442412284	221.092856014097	201.092679683123	194.213773749839
RP11-168O16.1	0	0	0	0	3.83033675586902	0
RP11-168O16.2	5.35269978857649	0	0	0	0	0
CACNA1S	73.153563777212	64.1477462283249	84.5586104840887	2.00084032591943	2.87275256690176	4.26843458790854
ASCL5	55.3112311486237	48.1108096712437	18.4294407465322	45.0189073331872	54.5822987711335	22.4092815865198
TMEM9	5049.38013389049	6646.83852830555	7728.44018129575	6596.77055455637	6918.54576528841	6905.26005458905
IGFN1	39.2531317828942	39.620666788083	35.7747967432683	22.0092435851138	15.3213470234761	9.60397782279422
RP11-567E21.3	0	0	0	0	0	0
PKP1	19512.3749626242	20744.2491111892	18407.7590515362	4058.70460112757	3728.83283183849	3887.47680093771
TNNT2	224.813391120212	270.741223051901	365.336560681255	23.0096637480735	26.8123572910831	29.8790421153598
LAD1	6786.33121528356	8435.42862902472	8924.18566032075	7202.024753147	7389.6771862603	7542.3239168344
RP11-27G14.4	34.7925486257472	39.620666788083	37.9429662428603	15.0063024443957	22.0244363462468	23.476390233497
TNNI1	123.112095137259	162.256063989292	169.117220968177	51.0214283109455	86.1825770070529	74.6976052883995
RP11-134G8.2	0	0	0	0	0	0
PHLDA3	5105.58348167054	6297.79932088672	7545.22985858022	4162.74829807538	4364.66873331274	4503.19849024351
RP11-134G8.10	0	0	0	0	0	0
CSRP1	13333.575173344	16502.0077172366	19662.0451070502	18988.9751131384	19008.046151	20260.1247715079
RP11-134G8.7	136.4938446087	221.687064171417	249.339492453082	104.04369694781	125.44352875471	167.53605757541
RP11-134G8.5	204.294708597336	145.275778222971	113.828898728581	218.091595525218	169.492401447204	164.334731634479
RP11-134G8.6	0	0	0	0	0	0
NAV1	231.058207540218	216.026968915976	157.192288720421	271.113864162083	259.505315210126	213.421729395427
RP11-25B7.1	0	0	0	0	0	0
IPO9-AS1	1.78423326285883	2.83004762772022	10.8408474979601	7.00294114071801	0.957584188967254	5.33554323488568
MIR5191	0	0	0	0	0	0
RP11-90L20.2	38.3610151514648	30.1871746956823	13.0090169975521	29.0121847258318	16.2789312124433	19.2079556455884
RNU6-501P	0	1.88669841848014	0	1.00042016295972	2.87275256690176	2.13421729395427
MIR1231	0	0	0	0	0	0
IPO9	5557.88661380525	5544.0633027039	4492.44720315466	7626.20290224192	7835.91141831904	7684.24936688235
MIR6739	1.78423326285883	0.943349209240072	2.16816949959202	0	2.87275256690176	4.26843458790854
SHISA4	205.186825228765	271.684572261141	313.300492691047	162.068066399474	123.528360376776	178.207144045182
RP11-307B6.3	3.56846652571766	0.943349209240072	2.16816949959202	0	0	0
LMOD1	5.35269978857649	5.66009525544043	6.50450849877605	6.0025209777583	17.2365154014106	2.13421729395427
AC099676.1	0	0	0	0	0	0
TIMM17A	3770.08488442071	4380.91372771089	5031.23732380328	4429.86048158562	4660.56224770363	4948.18279603298
RP11-465N4.2	0	0	0	0	3.83033675586902	0
RNPEP	5674.75389252251	6650.61192514251	7198.3227386455	6599.77181504525	6791.18706815577	7191.24517197892
RP11-465N4.5	49.0664147286178	49.9975080897238	42.2793052420444	39.0163863554289	55.5398829601007	60.8251928776967
RP11-465N4.4	34.7925486257472	27.3571270679621	41.1952204922483	30.0126048887915	32.5578624248866	25.6106075274513
MIR6740	0	0	0	1.00042016295972	0	0
ELF3	4820.10615961313	5048.80496785287	5192.76595152288	5387.26257753807	5506.10908656171	5463.59627252293
RP11-510N19.5	74.9377970400708	119.805349573489	118.165237727765	91.0382348293342	89.0553295739546	89.6371263460794
RP11-510N19.2	2.67634989428824	1.88669841848014	5.42042374898005	4.00168065183886	0	0
RP11-510N19.3	5.35269978857649	7.54679367392058	0	0	1.91516837793451	5.33554323488568
CRIP1P3	0	1.88669841848014	0	0	7.66067351173803	0
GPR37L1	2153.56954827061	2243.28441957289	2319.94136456346	1901.79872978642	1922.82905144625	2093.66716536914
ARL8A	2674.56566102538	3445.11131214474	3659.87011531133	2843.19410313151	2969.46856998745	2873.72358630943
PTPN7	7.13693305143532	7.54679367392058	2.16816949959202	5.00210081479858	1.91516837793451	6.40265188186281
PTPRVP	48.1742980971884	65.091095437565	62.8769154881685	25.0105040739929	51.7095462042317	42.6843458790854
LGR6	44.6058315714707	39.620666788083	29.2702882444922	7.00294114071801	1.91516837793451	19.2079556455884
UBE2T	3324.026568706	4170.54685405036	5806.35791990742	7473.13861730908	7476.81734745632	7507.10933148415
PPP1R12B	2711.14244291399	1947.07276787151	1378.95580174052	3146.32141250831	3333.35056179501	3043.39386117879
CYCSP4	0	0	0	0	0	0
RNU6-89P	0	0	0	0	0	0
RP11-175B9.2	0	3.77339683696029	1.08408474979601	2.00084032591943	2.87275256690176	3.20132594093141
RP11-175B9.3	377.365335094642	565.066176334803	1197.91364852459	408.171426487564	338.984802894408	352.145853502455
SYT2	16.0580993657295	21.6970318125217	28.1862034946962	42.0176468443081	20.1092679683123	16.006629704657
RP11-569A11.1	6.2448164200059	1.88669841848014	8.67267799836807	8.00336130367773	2.87275256690176	16.006629704657
RP11-569A11.2	0	0	0	0	0	0
KDM5B	25878.5192445045	22520.5756721882	19151.4411898963	25018.5074352966	25219.8947848306	24129.460725447
RP11-480I12.2	14.2738661028706	6.6034444646805	5.42042374898005	14.005882281436	28.7275256690176	14.9395210576799
SLC25A39P1	0	1.88669841848014	0	0	0	3.20132594093141
RP11-480I12.10	0	1.88669841848014	2.16816949959202	2.00084032591943	0	0
PCAT6	267.634989428824	366.019493185148	471.576866161264	210.08823422154	203.007848061058	240.099445569856
MGAT4EP	61.5560475686296	73.5812383207256	65.0450849877605	44.0184871702275	56.497467149068	58.6909755837425
RP11-480I12.5	1245.39481747546	1279.18152772954	1484.11202247074	1752.73612550542	1761.95490769975	1752.19239833646
RP11-480I12.9	132.925378082983	114.145254318049	105.156220730213	177.07436884387	206.838184816927	210.220403454496
RABIF	3581.8482751891	4105.45575861279	4674.57344112039	5841.45333152178	5738.80204448075	5980.07685765987
KLHL12	6078.88272656003	5619.53123944311	5055.08718829879	6264.63106045374	6350.69834123083	6421.8598375084
HNRNPA1P59	96.3485961943768	81.1280319946462	44.4474747416364	77.0323525478981	87.1401611960201	92.8384522870108
ADIPOR1	12481.6037903289	14366.2651075171	14914.8379876935	18667.8402408283	18530.2116407053	18516.4692423473
CYB5R1	3464.98099647185	4329.02952120269	4663.73259362243	4974.08905023571	4898.04312656751	5077.30294231721
RP11-38O14.5	0	0	0	0	0	0
RP11-38O14.6	0	0	0	0	0	0
TMEM183A	12372.7655612945	13244.6228977306	13317.981151244	12131.0948960495	12070.3487019322	12186.3807484789
PPFIA4	203.402591965906	253.760937285579	177.789898966545	497.208820990979	553.483661223073	443.917197142488
MYOG	0.892116631429414	3.77339683696029	6.50450849877605	6.0025209777583	9.57584188967254	0
ADORA1	231.950324171648	303.758445375303	324.141340189007	244.102519762171	208.753353194861	258.240292568467
RP11-335O13.7	0	0	0	0	0	0
RP11-335O13.8	0	0	0	0	0	0
MYBPH	3.56846652571766	5.66009525544043	4.33633899918404	14.005882281436	7.66067351173803	8.53686917581709
CHI3L1	26.7634989428824	13.206888929361	36.8588814930643	2.00084032591943	4.78792094483627	0
CHIT1	0	1.88669841848014	4.33633899918404	0	1.91516837793451	0
NPM1P40	0	0	0	0	0	0
LINC01353	1.78423326285883	7.54679367392058	2.16816949959202	0	0	0
LINC01136	3.56846652571766	7.54679367392058	9.75676274816408	2.00084032591943	14.3637628345088	6.40265188186281
BTG2	3196.45389041159	3144.18291439716	2599.63523001083	1968.82688070472	1924.74421982418	2011.4997995519
RNU6-487P	0	0	0	0	0	0
FMOD	1.78423326285883	5.66009525544043	4.33633899918404	0	0	0
RP11-435P24.2	0	0	0	0	0	0
LARP7P1	0	0	0	0	0	0
PRELP	20.5186825228765	9.43349209240072	24.9339492453082	17.0071427703152	17.2365154014106	8.53686917581709
OPTC	7.13693305143532	9.43349209240072	4.33633899918404	6.0025209777583	11.491010267607	6.40265188186281
ATP2B4	3080.47872832577	2221.58738776037	1739.95602342259	5458.29240910821	5384.49589456287	5177.61115513306
RP11-90O23.1	0	1.88669841848014	0	0	0	0
LAX1	5.35269978857649	0	0	0	0	0
ZC3H11A	25903.4985101845	21392.3300179371	16478.0881968993	26203.0049082409	27525.7575118637	26423.7443164478
ZBED6	914.41954721515	168.859508453973	35.7747967432683	1632.68570595026	1484.25549289924	994.54525898269
RP11-397P13.6	1.78423326285883	2.83004762772022	0	0	1.91516837793451	0
RP11-397P13.7	0	3.77339683696029	0	4.00168065183886	3.83033675586902	1.06710864697714
SNRPE	7815.8338079531	10089.1197928226	16194.0579924528	9799.11549619042	9752.03738044252	10200.4915564544
KRT8P29	0	0	0	0	0	0
HSPE1P6	0.892116631429414	0	0	3.00126048887915	0.957584188967254	0
CBX1P3	0	0	2.16816949959202	5.00210081479858	0	0
LINC00303	0	0	0	4.00168065183886	1.91516837793451	0
SOX13	3547.94784319478	3818.67759900381	3322.71975812477	3890.63401375034	3714.46906900398	3936.56379869865
RP11-74C13.4	0	0	0	0	0	0
ETNK2	707.448488723526	944.292558449312	1060.2348853005	647.271845434936	603.27803904937	709.627250239795
RP11-74C13.3	1.78423326285883	3.77339683696029	0	2.00084032591943	1.91516837793451	4.26843458790854
REN	38.3610151514648	11.3201905108809	35.7747967432683	31.0130250517512	22.9820205352141	24.5434988804741
RP11-203F10.1	0	0	0	0	0	0
KISS1	12.4896328400118	1.88669841848014	14.0931017473481	2.00084032591943	4.78792094483627	7.46976052883995
GOLT1A	490.664147286178	698.078414837653	900.874427080484	497.208820990979	477.83451029466	498.339738138322
PLEKHA6	7400.99957433842	7240.20518091755	5861.64624214702	6659.79702482283	6880.24239772972	6709.97917219223
RP11-203F10.5	0.892116631429414	0.943349209240072	0	22.0092435851138	2.87275256690176	18.1408469986113
RP11-203F10.6	3.56846652571766	5.66009525544043	18.4294407465322	10.0042016295972	4.78792094483627	3.20132594093141
LINC00628	82.0747300915061	100.938365388688	122.501576726949	90.0378146663744	76.6067351173803	75.7647139353766
RP11-739N20.2	134.709611345842	75.4679367392058	45.5315594914324	82.0344533626967	89.0553295739546	54.4225409958339
RP11-739N20.3	0	0	9.75676274816408	2.00084032591943	0	0
PPP1R15B	19958.4332783389	15924.6780011817	14475.7836640261	18888.9330968424	18184.5237484882	18225.1485817225
PIK3C2B	5023.50875157903	4353.55660064293	3732.50379354766	4869.04493312494	4673.0108421602	4594.96983388355
MDM4	7364.42279244982	6128.93981243275	6023.17486986663	5724.4041724555	6637.97359792101	6431.4638153312
RP11-430C7.2	0	0	2.16816949959202	0	14.3637628345088	0
RNA5SP74	0	0	0	0	0	2.13421729395427
RP11-430C7.4	0.892116631429414	0.943349209240072	0	0	0	0
LRRN2	97.2407128258062	107.541809853368	98.6517122314368	183.076889821628	227.905036974206	216.623055336359
RP11-430C7.5	2.67634989428824	12.2635397201209	8.67267799836807	2.00084032591943	4.78792094483627	4.26843458790854
RP11-23I7.1	0.892116631429414	0	0	0	0	0
RNA5SP75	0	0	0	0	0	0
NFASC	8.92116631429414	28.3004762772022	18.4294407465322	26.0109242369526	21.0668521572796	34.1474767032683
RP11-494K3.2	0	0	0	0	0	0
CNTN2	5.35269978857649	3.77339683696029	4.33633899918404	8.00336130367773	5.74550513380352	4.26843458790854
AL583832.1	0	0	0	0	0	0
TMEM81	223.921274488783	269.797873842661	355.579797933091	241.101259273292	225.989868596272	223.025707218221
RBBP5	5154.64989639916	4494.1156328197	3168.77972365373	7262.04996292458	6895.5637447532	6719.58315001502
RP11-536L3.4	16.9502159971589	8.49014288316065	0	25.0105040739929	25.8547731021159	18.1408469986113
RP11-383G10.1	0	0	0	0	0	0
DSTYK	3945.8318608123	2917.77910417954	2009.8931261218	4998.09913414674	4850.16391711914	4415.69558119139
RP11-383G10.3	0	0	0	0	0	6.40265188186281
TMCC2	48.1742980971884	43.3940636250433	55.2883222395965	58.0243694516635	45.0064568814609	50.1541064079254
RP11-383G10.5	0	0	0	0	0	0
NUAK2	281.908855531695	238.667349937738	227.657797457162	283.1189061176	239.396047241814	285.985117389872
KLHDC8A	5.35269978857649	1.88669841848014	4.33633899918404	2.00084032591943	0	0
SNRPGP10	43.7137149400413	34.9039207418827	62.8769154881685	31.0130250517512	42.1337043145592	23.476390233497
LEMD1-AS1	0	0	2.16816949959202	0	1.91516837793451	1.06710864697714
LEMD1	5.35269978857649	9.43349209240072	11.9249322477561	4.00168065183886	2.87275256690176	4.26843458790854
BLACAT1	69.5850972514943	76.4112859484458	54.2042374898005	33.0138653776706	18.1940995903778	24.5434988804741
MIR135B	0	0	0	0	0	0
RP11-576D8.4	0	0.943349209240072	0	0	0.957584188967254	0
CDK18	1450.58164270423	1706.51871951529	1608.78176869728	1022.42940654483	1035.1485082736	1157.81288197019
RNU2-19P	0	0	0	0	0	0
MFSD4	94.5643629315179	74.5245875299657	69.3814239869446	66.0277307553413	51.7095462042317	58.6909755837425
RNU6-418P	12.4896328400118	5.66009525544043	5.42042374898005	8.00336130367773	5.74550513380352	3.20132594093141
ELK4	10470.772903087	7453.40210220581	5829.12369965314	10521.4188538473	10782.3979677713	10233.5719245107
RP11-6B6.3	3.56846652571766	3.77339683696029	0	8.00336130367773	3.83033675586902	5.33554323488568
